true_label,level1_pred,level1_conf,level2_pred,level2_conf,level3_pred,level3_conf
blanco,no_particle,1.0,not_applicable,,blanco,1.0
blanco,no_particle,1.0,not_applicable,,blanco,0.9938560688672937
blanco,no_particle,1.0,not_applicable,,blanco,1.0
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9952256241451062,beads_in_tween_buffer_with_salt,0.9983296703296703
beads_in_running_buffer,particle,1.0,no_agglutination,0.9888265324270614,beads_in_running_buffer,1.0
tween_buffer_with_salt,no_particle,1.0,not_applicable,,tween_buffer_with_salt,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9890772128060263,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9758638022775812,beads_in_tween_buffer_with_salt,1.0
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9609839535451817,beads_in_tween_buffer_with_salt,0.9967204478103392
beads_in_running_buffer,particle,1.0,no_agglutination,0.999946687291963,beads_in_running_buffer,1.0
tween_buffer,no_particle,1.0,not_applicable,,tween_buffer,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
tween_buffer,no_particle,1.0,not_applicable,,tween_buffer,0.996561325429624
beads_in_tween_buffer,particle,1.0,no_agglutination,0.9980190350518306,beads_in_tween_buffer,0.9992993630573248
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_tween_buffer_with_salt,particle,0.6981351981351981,no_agglutination,0.7906298806984366,tween_buffer_with_salt,0.21066474142545208
blanco,no_particle,1.0,not_applicable,,blanco,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
tween_buffer_with_salt,no_particle,1.0,not_applicable,,tween_buffer_with_salt,0.9983870967741936
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9700047527973433,beads_in_tween_buffer_with_salt,1.0
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9375111613934629,beads_in_tween_buffer_with_salt,1.0
beads_in_tween_buffer,particle,1.0,no_agglutination,0.9918534842729992,beads_in_tween_buffer,1.0
beads_in_running_buffer,particle,1.0,no_agglutination,0.8935967294769178,beads_in_running_buffer,0.98
beads_in_running_buffer,particle,1.0,no_agglutination,0.999946687291963,beads_in_running_buffer,1.0
beads_in_tween_buffer_with_salt,particle,0.9846153846153847,agglutination,0.9952256241451062,beads_in_tween_buffer_with_salt,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
blanco,no_particle,1.0,not_applicable,,blanco,1.0
beads_in_running_buffer,particle,1.0,no_agglutination,0.977235429568777,beads_in_running_buffer,0.9927285696161218
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9890772128060263,beads_in_running_buffer_with_CRP,0.9974074074074075
beads_in_running_buffer,particle,1.0,no_agglutination,0.9965105796120076,beads_in_running_buffer,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
tween_buffer,no_particle,1.0,not_applicable,,tween_buffer,0.996561325429624
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.669545756110979,beads_in_running_buffer_with_CRP,0.7302056209565145
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9769928370658739,beads_in_running_buffer_with_CRP,0.9983620265617315
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9748759734020467,beads_in_tween_buffer_with_salt,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9769928370658739,beads_in_running_buffer_with_CRP,0.9983620265617315
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9890772128060263,beads_in_running_buffer_with_CRP,0.9946990740740742
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer,particle,1.0,no_agglutination,0.9619889417717578,beads_in_running_buffer,0.9831847631937302
beads_in_tween_buffer,particle,1.0,no_agglutination,0.9980190350518306,beads_in_tween_buffer,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9677866802622981,beads_in_tween_buffer_with_salt,1.0
beads_in_tween_buffer,particle,1.0,no_agglutination,0.9980190350518306,beads_in_tween_buffer,0.9992993630573248
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9972266496652853,beads_in_running_buffer_with_CRP,1.0
tween_buffer_with_salt,no_particle,1.0,not_applicable,,tween_buffer_with_salt,0.97
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,0.9948405918755118
beads_in_running_buffer,particle,1.0,no_agglutination,0.9803547085363042,beads_in_running_buffer,0.9807998559592076
beads_in_tween_buffer_with_salt,particle,1.0,agglutination,0.9835289314857891,beads_in_tween_buffer_with_salt,0.9983296703296703
tween_buffer_with_salt,no_particle,1.0,not_applicable,,tween_buffer_with_salt,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9809983619277525,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer,particle,1.0,no_agglutination,0.9871968004660883,beads_in_running_buffer,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,0.9945386064030132,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
blanco,no_particle,1.0,not_applicable,,blanco,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
beads_in_running_buffer,particle,1.0,no_agglutination,0.9988296275321598,beads_in_running_buffer,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
tween_buffer_with_salt,no_particle,1.0,not_applicable,,tween_buffer_with_salt,1.0
beads_in_running_buffer_with_CRP,particle,1.0,agglutination,1.0,beads_in_running_buffer_with_CRP,1.0
